hmdb_id;inchi;cid;bioactivity
HMDB0046880;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)66-61(63)55-52-49-46-43-40-37-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,33,40,43,59H,4-8,10-11,13-17,19-20,22-26,28-32,34-39,41-42,44-58H2,1-3H3/b12-9-,21-18-,33-27-,43-40-/t59-/m1/s1;131757736;no
HMDB0052836;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-58-59(64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)57-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h16,18-19,21,25,27-28,33,59H,4-15,17,20,22-24,26,29-32,34-58H2,1-3H3/b19-16-,21-18-,28-25-,33-27-/t59-/m0/s1;131763487;no
HMDB0045469;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-58-59(64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)57-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h16,19,25,28,31-32,37,40,59H,4-15,17-18,20-24,26-27,29-30,33-36,38-39,41-58H2,1-3H3/b19-16-,28-25-,32-31-,40-37-/t59-/m0/s1;131756470;no
HMDB0051904;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-58-59(64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)57-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,33,39,42,59H,4-17,19-20,22-24,26,29-32,34-38,40-41,43-58H2,1-3H3/b21-18-,28-25-,33-27-,42-39-/t59-/m1/s1;131762596;no
HMDB0051911;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-58-59(64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)57-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,33,59H,4-8,10-11,13-17,19-20,22-24,26,29-32,34-58H2,1-3H3/b12-9-,21-18-,28-25-,33-27-/t59-/m1/s1;131762603;no
HMDB0047000;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-58-59(64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)57-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,33,39,42,59H,4-8,10-11,13-17,19-20,22-26,28-32,34-38,40-41,43-58H2,1-3H3/b12-9-,21-18-,33-27-,42-39-/t59-/m1/s1;131757844;no
HMDB0052710;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)58-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h16,18-19,21,25,27-28,33,59H,4-15,17,20,22-24,26,29-32,34-58H2,1-3H3/b19-16-,21-18-,28-25-,33-27-/t59-/m1/s1;131763363;no
HMDB0045261;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)58-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h16,19,25,28,31-32,37,40,59H,4-15,17-18,20-24,26-27,29-30,33-36,38-39,41-58H2,1-3H3/b19-16-,28-25-,32-31-,40-37-/t59-/m1/s1;131756265;no
HMDB0053040;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)58-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h18,21,25,27-28,33,39,42,59H,4-17,19-20,22-24,26,29-32,34-38,40-41,43-58H2,1-3H3/b21-18-,28-25-,33-27-,42-39-/t59-/m1/s1;131763691;no
HMDB0055245;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)58-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,25,27-28,33,59H,4-8,10-11,13-17,19-20,22-24,26,29-32,34-58H2,1-3H3/b12-9-,21-18-,28-25-,33-27-/t59-/m1/s1;131765778;no
HMDB0055392;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-30-31-32-34-37-40-43-46-49-52-55-61(63)66-59(57-64-56-53-50-47-44-41-38-35-29-26-23-20-17-14-11-8-5-2)58-65-60(62)54-51-48-45-42-39-36-33-27-24-21-18-15-12-9-6-3/h9,12,18,21,27,33,39,42,59H,4-8,10-11,13-17,19-20,22-26,28-32,34-38,40-41,43-58H2,1-3H3/b12-9-,21-18-,33-27-,42-39-/t59-/m1/s1;131765913;no
HMDB0046246;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-57-59(64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)58-66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,33,36,42,45,59H,4-15,17-18,20-24,26-27,29-32,34-35,37-41,43-44,46-58H2,1-3H3/b19-16-,28-25-,36-33-,45-42-/t59-/m1/s1;131757194;no
HMDB0050858;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-57-59(64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)58-66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,33,36,59H,4-15,17-18,20-24,27,30-32,34-35,37-58H2,1-3H3/b19-16-,28-25-,29-26-,36-33-/t59-/m1/s1;131761589;no
HMDB0053641;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-57-59(64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)58-66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,59H,4-15,18,21-24,27,30-58H2,1-3H3/b19-16-,20-17-,28-25-,29-26-;131764281;no
HMDB0050852;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-57-59(64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)58-66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,33,36,42,45,59H,4-24,27,30-32,34-35,37-41,43-44,46-58H2,1-3H3/b28-25-,29-26-,36-33-,45-42-/t59-/m1/s1;131761583;no
HMDB0046252;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-57-59(64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)58-66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,33,36,59H,4-6,8-9,11-15,17-18,20-24,26-27,29-32,34-35,37-58H2,1-3H3/b10-7-,19-16-,28-25-,36-33-/t59-/m1/s1;131757200;no
HMDB0054066;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,25,28,33,36,42,45,59H,4-15,17-18,20-24,26-27,29-32,34-35,37-41,43-44,46-58H2,1-3H3/b19-16-,28-25-,36-33-,45-42-/t59-/m1/s1;131764685;no
HMDB0053796;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16,19,25-26,28-29,33,36,59H,4-15,17-18,20-24,27,30-32,34-35,37-58H2,1-3H3/b19-16-,28-25-,29-26-,36-33-/t59-/m1/s1;131764432;no
HMDB0053497;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h16-17,19-20,25-26,28-29,59H,4-15,18,21-24,27,30-58H2,1-3H3/b19-16-,20-17-,28-25-,29-26-/t59-/m1/s1;131764140;no
HMDB0050660;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h17,20,25-26,28-29,34,37,59H,4-16,18-19,21-24,27,30-33,35-36,38-58H2,1-3H3/b20-17-,28-25-,29-26-,37-34-/t59-/m1/s1;131761399;no
HMDB0045996;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h17,20,26,29,34,37,43,46,59H,4-16,18-19,21-25,27-28,30-33,35-36,38-42,44-45,47-58H2,1-3H3/b20-17-,29-26-,37-34-,46-43-/t59-/m1/s1;131756958;no
HMDB0051084;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,33,36,42,45,59H,4-24,27,30-32,34-35,37-41,43-44,46-58H2,1-3H3/b28-25-,29-26-,36-33-,45-42-/t59-/m1/s1;131761815;no
HMDB0050546;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h25-26,28-29,34,37,43,46,59H,4-24,27,30-33,35-36,38-42,44-45,47-58H2,1-3H3/b28-25-,29-26-,37-34-,46-43-/t59-/m1/s1;131761288;no
HMDB0055560;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h7,10,16,19,25,28,33,36,59H,4-6,8-9,11-15,17-18,20-24,26-27,29-32,34-35,37-58H2,1-3H3/b10-7-,19-16-,28-25-,36-33-/t59-/m1/s1;131766080;no
HMDB0046152;InChI=1S/C61H112O5/c1-4-7-10-13-16-19-22-25-28-31-33-36-39-42-45-48-51-54-60(62)65-58-59(57-64-56-53-50-47-44-41-38-35-30-27-24-21-18-15-12-9-6-3)66-61(63)55-52-49-46-43-40-37-34-32-29-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,29,34,37,59H,4-7,9-10,12-16,18-19,21-25,27-28,30-33,35-36,38-58H2,1-3H3/b11-8-,20-17-,29-26-,37-34-/t59-/m1/s1;131757101;no
HMDB0047414;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-32-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,58H,4-14,16,19,21-24,26,28-57H2,1-3H3/b18-15-,20-17-,27-25-/t58-/m1/s1;131758257;no
HMDB0047984;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-32-27-25-23-20-17-14-11-8-5-2/h15,18,24-27,58H,4-14,16-17,19-23,28-57H2,1-3H3/b18-15-,26-24-,27-25-/t58-/m0/s1;131758825;no
HMDB0042585;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-32-27-25-23-20-17-14-11-8-5-2/h17,20,24-27,58H,4-16,18-19,21-23,28-57H2,1-3H3/b20-17-,26-24-,27-25-/t58-/m0/s1;131753722;no
HMDB0042607;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-32-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,35,37,58H,4-16,18-19,21-24,26,28-34,36,38-57H2,1-3H3/b20-17-,27-25-,37-35-/t58-/m0/s1;131753744;no
HMDB0042427;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-32-27-25-23-20-17-14-11-8-5-2/h25,27,35,37,43,46,58H,4-24,26,28-34,36,38-42,44-45,47-57H2,1-3H3/b27-25-,37-35-,46-43-/t58-/m0/s1;131753564;no
HMDB0047184;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,58H,4-14,16,19,21-24,26,28-57H2,1-3H3/b18-15-,20-17-,27-25-/t58-/m1/s1;131758027;no
HMDB0050436;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,18,24-27,58H,4-14,16-17,19-23,28-57H2,1-3H3/b18-15-,26-24-,27-25-/t58-/m0/s1;131761184;no
HMDB0051920;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h17,20,24-27,58H,4-16,18-19,21-23,28-57H2,1-3H3/b20-17-,26-24-,27-25-/t58-/m1/s1;131762612;no
HMDB0047017;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,34,36,58H,4-16,18-19,21-24,26,28-33,35,37-57H2,1-3H3/b20-17-,27-25-,36-34-/t58-/m1/s1;131757861;no
HMDB0047011;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h25,27,34,36,41,44,58H,4-24,26,28-33,35,37-40,42-43,45-57H2,1-3H3/b27-25-,36-34-,44-41-/t58-/m1/s1;131757855;no
HMDB0047872;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,58H,4-14,16,19,21-24,26,28-57H2,1-3H3/b18-15-,20-17-,27-25-/t58-/m0/s1;131758714;no
HMDB0048050;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h15,18,24-27,58H,4-14,16-17,19-23,28-57H2,1-3H3/b18-15-,26-24-,27-25-/t58-/m0/s1;131758891;no
HMDB0042498;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h17,20,24-27,58H,4-16,18-19,21-23,28-57H2,1-3H3/b20-17-,26-24-,27-25-/t58-/m0/s1;131753635;no
HMDB0042259;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h17,20,25,27,34,36,58H,4-16,18-19,21-24,26,28-33,35,37-57H2,1-3H3/b20-17-,27-25-,36-34-/t58-/m0/s1;131753401;no
HMDB0042253;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-29-30-31-33-35-37-40-43-46-49-52-55-61(64)67-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-39-36-34-32-27-25-23-20-17-14-11-8-5-2/h25,27,34,36,42,45,58H,4-24,26,28-33,35,37-41,43-44,46-57H2,1-3H3/b27-25-,36-34-,45-42-/t58-/m0/s1;131753395;no
HMDB0051527;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h15,18,24-27,58H,4-14,16-17,19-23,28-57H2,1-3H3/b18-15-,26-24-,27-25-;131762250;no
HMDB0046446;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,58H,4-14,17,20-23,25,27-57H2,1-3H3/b18-15-,19-16-,26-24-/t58-/m1/s1;131757369;no
HMDB0051415;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-41-44-47-50-53-59(62)65-56-58(67-61(64)55-52-49-46-43-38-21-18-15-12-9-6-3)57-66-60(63)54-51-48-45-42-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h16,19,24-27,58H,4-15,17-18,20-23,28-57H2,1-3H3/b19-16-,26-24-,27-25-/t58-/m1/s1;131762146;no
HMDB0046758;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h15,17-18,20,25,27,58H,4-14,16,19,21-24,26,28-57H2,1-3H3/b18-15-,20-17-,27-25-/t58-/m1/s1;131757627;no
HMDB0048029;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h15,18,24-27,58H,4-14,16-17,19-23,28-57H2,1-3H3/b18-15-,26-24-,27-25-/t58-/m0/s1;131758870;no
HMDB0047852;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h15-16,18-19,24,26,58H,4-14,17,20-23,25,27-57H2,1-3H3/b18-15-,19-16-,26-24-/t58-/m0/s1;131758694;no
HMDB0042471;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h16,19,24-27,58H,4-15,17-18,20-23,28-57H2,1-3H3/b19-16-,26-24-,27-25-/t58-/m0/s1;131753608;no
HMDB0042674;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-24-26-28-30-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-35-33-31-29-27-25-23-20-17-14-11-8-5-2/h17,20,24-27,58H,4-16,18-19,21-23,28-57H2,1-3H3/b20-17-,26-24-,27-25-/t58-/m0/s1;131753811;no
HMDB0044261;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h17,20,25-27,33,58H,4-16,18-19,21-24,28-32,34-57H2,1-3H3/b20-17-,27-25-,33-26-/t58-/m0/s1;131755324;no
HMDB0044281;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h17,20,26,33,40,43,58H,4-16,18-19,21-25,27-32,34-39,41-42,44-57H2,1-3H3/b20-17-,33-26-,43-40-/t58-/m0/s1;131755340;no
HMDB0047367;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h17,20-21,24,26,33,58H,4-16,18-19,22-23,25,27-32,34-57H2,1-3H3/b20-17-,24-21-,33-26-/t58-/m1/s1;131758210;no
HMDB0048617;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h20-21,23-25,27,58H,4-19,22,26,28-57H2,1-3H3/b23-20-,24-21-,27-25-/t58-/m0/s1;131759439;no
HMDB0048639;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h21,24-27,33,58H,4-20,22-23,28-32,34-57H2,1-3H3/b24-21-,27-25-,33-26-/t58-/m0/s1;131759459;no
HMDB0044477;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-36-39-42-45-48-51-54-60(63)66-57-58(56-65-59(62)53-50-47-44-41-38-35-24-21-18-15-12-9-6-3)67-61(64)55-52-49-46-43-40-37-33-26-23-20-17-14-11-8-5-2/h8,11,17,20,26,33,58H,4-7,9-10,12-16,18-19,21-25,27-32,34-57H2,1-3H3/b11-8-,20-17-,33-26-/t58-/m0/s1;131755533;no
HMDB0051950;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h17,20,25-27,33,58H,4-16,18-19,21-24,28-32,34-57H2,1-3H3/b20-17-,27-25-,33-26-/t58-/m1/s1;131762642;no
HMDB0047063;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h17,20,26,33,38,41,58H,4-16,18-19,21-25,27-32,34-37,39-40,42-57H2,1-3H3/b20-17-,33-26-,41-38-/t58-/m1/s1;131757907;no
HMDB0047206;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h17,20-21,24,26,33,58H,4-16,18-19,22-23,25,27-32,34-57H2,1-3H3/b20-17-,24-21-,33-26-/t58-/m1/s1;131758049;no
HMDB0049245;InChI=1S/C61H112O6/c1-4-7-10-13-16-19-22-25-27-28-29-30-31-32-34-37-39-42-45-48-51-54-60(63)66-57-58(67-61(64)55-52-49-46-43-40-35-24-21-18-15-12-9-6-3)56-65-59(62)53-50-47-44-41-38-36-33-26-23-20-17-14-11-8-5-2/h20-21,23-25,27,58H,4-19,22,26,28-57H2,1-3H3/b23-20-,24-21-,27-25-/t58-/m0/s1;131760044;no
